"Date" "Value"
"329" 2015-02-05 NA
"330" 2015-02-06 NA
"331" 2015-02-07 NA
"332" 2015-02-08 NA
"333" 2015-02-09 NA
"334" 2015-02-10 NA
"335" 2015-02-11 NA
"336" 2015-02-12 NA
"337" 2015-02-13 NA
"338" 2015-02-14 NA
"339" 2015-02-15 NA
"340" 2015-02-16 NA
"341" 2015-02-17 NA
"342" 2015-02-18 NA
"343" 2015-02-19 NA
"344" 2015-02-20 NA
"345" 2015-02-21 NA
"346" 2015-02-22 NA
"347" 2015-02-23 NA
"348" 2015-02-24 NA
"349" 2015-02-25 NA
"350" 2015-02-26 NA
"351" 2015-02-27 NA
"352" 2015-02-28 NA
"353" 2015-03-01 NA
"354" 2015-03-02 NA
"355" 2015-03-03 NA
"356" 2015-03-04 NA
"357" 2015-03-05 NA
"358" 2015-03-06 NA
"359" 2015-03-07 NA
"360" 2015-03-08 NA
"361" 2015-03-09 NA
"362" 2015-03-10 NA
"363" 2015-03-11 NA
"364" 2015-03-12 NA
"365" 2015-03-13 NA
"366" 2015-03-14 NA
"367" 2015-03-15 NA
"368" 2015-03-16 13
"369" 2015-03-17 NA
"370" 2015-03-18 NA
"371" 2015-03-19 NA
"372" 2015-03-20 6
"373" 2015-03-21 7
"374" 2015-03-22 NA
"375" 2015-03-23 NA
"376" 2015-03-24 NA
"377" 2015-03-25 NA
"378" 2015-03-26 NA
"379" 2015-03-27 NA
"380" 2015-03-28 NA
"381" 2015-03-29 NA
"382" 2015-03-30 4
"383" 2015-03-31 6
"384" 2015-04-01 0
"385" 2015-04-02 0
"386" 2015-04-03 NA
"387" 2015-04-04 NA
"388" 2015-04-05 NA
"389" 2015-04-06 NA
"390" 2015-04-07 3
"391" 2015-04-08 NA
"392" 2015-04-09 NA
"393" 2015-04-10 NA
"394" 2015-04-11 120
"395" 2015-04-12 NA
"396" 2015-04-13 NA
"397" 2015-04-14 NA
"398" 2015-04-15 20
"399" 2015-04-16 8
"400" 2015-04-17 NA
"401" 2015-04-18 61
"402" 2015-04-19 NA
"403" 2015-04-20 NA
"404" 2015-04-21 60
"405" 2015-04-22 28
"406" 2015-04-23 70
"407" 2015-04-24 NA
"408" 2015-04-25 NA
"409" 2015-04-26 15
"410" 2015-04-27 NA
"411" 2015-04-28 NA
"412" 2015-04-29 NA
"413" 2015-04-30 NA
"414" 2015-05-01 NA
"415" 2015-05-02 NA
"416" 2015-05-03 NA
"417" 2015-05-04 NA
"418" 2015-05-05 45
"419" 2015-05-06 NA
"420" 2015-05-07 NA
"421" 2015-05-08 NA
"422" 2015-05-09 31
"423" 2015-05-10 NA
"424" 2015-05-11 NA
"425" 2015-05-12 3
"426" 2015-05-13 NA
"427" 2015-05-14 NA
"428" 2015-05-15 NA
"429" 2015-05-16 NA
"430" 2015-05-17 20
"431" 2015-05-18 5
"432" 2015-05-19 10
"433" 2015-05-20 NA
"434" 2015-05-21 10
"435" 2015-05-22 NA
"436" 2015-05-23 NA
"437" 2015-05-24 20
"438" 2015-05-25 58
"439" 2015-05-26 NA
"440" 2015-05-27 10
"441" 2015-05-28 15
"442" 2015-05-29 5
"443" 2015-05-30 NA
"444" 2015-05-31 100
"445" 2015-06-01 NA
"446" 2015-06-02 NA
"447" 2015-06-03 NA
"448" 2015-06-04 20
"449" 2015-06-05 10
"450" 2015-06-06 10
"451" 2015-06-07 NA
"452" 2015-06-08 2
"453" 2015-06-09 NA
"454" 2015-06-10 15
"455" 2015-06-11 NA
"456" 2015-06-12 NA
"457" 2015-06-13 NA
"458" 2015-06-14 45
"459" 2015-06-15 10
"460" 2015-06-16 7
"461" 2015-06-17 7
"462" 2015-06-18 7
"463" 2015-06-19 20
"464" 2015-06-20 NA
"465" 2015-06-21 NA
"466" 2015-06-22 10
"467" 2015-06-23 NA
"468" 2015-06-24 NA
"469" 2015-06-25 NA
"470" 2015-06-26 8
"471" 2015-06-27 NA
"472" 2015-06-28 NA
"473" 2015-06-29 8
"474" 2015-06-30 NA
"475" 2015-07-01 NA
"476" 2015-07-02 NA
"477" 2015-07-03 20
"478" 2015-07-04 NA
"479" 2015-07-05 NA
"480" 2015-07-06 10
"481" 2015-07-07 NA
"482" 2015-07-08 3
"483" 2015-07-09 NA
"484" 2015-07-10 55
"485" 2015-07-11 NA
