"Date" "Value"
"611" 2011-09-20 NA
"612" 2011-09-21 NA
"613" 2011-09-22 NA
"614" 2011-09-23 NA
"615" 2011-09-24 NA
"616" 2011-09-25 NA
"617" 2011-09-26 NA
"618" 2011-09-27 NA
"619" 2011-09-28 NA
"620" 2011-09-29 NA
"621" 2011-09-30 NA
"622" 2011-10-01 NA
"623" 2011-10-02 NA
"624" 2011-10-03 NA
"625" 2011-10-04 NA
"626" 2011-10-05 NA
"627" 2011-10-06 NA
"628" 2011-10-07 NA
"629" 2011-10-08 NA
"630" 2011-10-09 NA
"631" 2011-10-10 NA
"632" 2011-10-11 NA
"633" 2011-10-12 NA
"634" 2011-10-13 NA
"635" 2011-10-14 NA
"636" 2011-10-15 NA
"637" 2011-10-16 NA
"638" 2011-10-17 NA
"639" 2011-10-18 NA
"640" 2011-10-19 NA
"641" 2011-10-20 NA
"642" 2011-10-21 NA
"643" 2011-10-22 NA
"644" 2011-10-23 NA
"645" 2011-10-24 NA
"646" 2011-10-25 NA
"647" 2011-10-26 NA
"648" 2011-10-27 NA
"649" 2011-10-28 NA
"650" 2011-10-29 NA
"651" 2011-10-30 NA
"652" 2011-10-31 NA
"653" 2011-11-01 NA
"654" 2011-11-02 NA
"655" 2011-11-03 NA
"656" 2011-11-04 NA
"657" 2011-11-05 NA
"658" 2011-11-06 NA
"659" 2011-11-07 NA
"660" 2011-11-08 NA
"661" 2011-11-09 NA
"662" 2011-11-10 NA
"663" 2011-11-11 NA
"664" 2011-11-12 NA
"665" 2011-11-13 NA
"666" 2011-11-14 NA
"667" 2011-11-15 NA
"668" 2011-11-16 NA
"669" 2011-11-17 NA
"670" 2011-11-18 NA
"671" 2011-11-19 NA
"672" 2011-11-20 NA
"673" 2011-11-21 NA
"674" 2011-11-22 NA
"675" 2011-11-23 NA
"676" 2011-11-24 NA
"677" 2011-11-25 NA
"678" 2011-11-26 NA
"679" 2011-11-27 NA
"680" 2011-11-28 NA
"681" 2011-11-29 NA
"682" 2011-11-30 NA
"683" 2011-12-01 NA
"684" 2011-12-02 NA
"685" 2011-12-03 NA
"686" 2011-12-04 NA
"687" 2011-12-05 NA
"688" 2011-12-06 NA
"689" 2011-12-07 NA
"690" 2011-12-08 NA
"691" 2011-12-09 NA
"692" 2011-12-10 NA
"693" 2011-12-11 NA
"694" 2011-12-12 NA
"695" 2011-12-13 NA
